,hh_index,area_id,zone_id,hh_count,hh_children,hh_people_in_work,hh_in_work,hh_cars,p_hh_index,adult,gender,employment,occupation,main_activity,main_activity_id,main_facility_area,main_facility_zone,mode,hh_income_bin,age_bin
13335,4324.0,7.0,7.7,2.0,1.0,1.0,1.0,0.0,1,0,0,2,0,2,52.0,19.0,19.0,0.0,1,4
13336,4325.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,0,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,61
13337,4325.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,1,1,0,0,0,3,217.0,10.0,10.2,0.0,0,51
13338,4326.0,2.0,2.1,3.0,0.0,2.0,1.0,1.0,0,1,0,3,1,1,767.0,24.0,24.7,0.0,2,51
13339,4326.0,2.0,2.1,3.0,0.0,2.0,1.0,1.0,1,1,0,3,1,1,672.0,23.0,23.3,0.0,2,51
13340,4326.0,2.0,2.1,3.0,0.0,2.0,1.0,1.0,2,1,1,0,0,4,151.0,14.0,14.1,3.0,2,51
13341,4327.0,16.0,16.3,1.0,0.0,1.0,1.0,0.0,0,1,0,3,1,1,338.0,1.0,1.3,0.0,0,41
13362,4333.0,19.0,19.6,2.0,0.0,2.0,1.0,1.0,0,1,1,3,2,1,261.0,17.0,17.5,0.0,2,51
13363,4333.0,19.0,19.6,2.0,0.0,2.0,1.0,1.0,1,1,1,3,2,1,361.0,5.0,5.0,0.0,2,41
13391,4342.0,2.0,2.2,2.0,0.0,2.0,1.0,2.0,0,1,0,3,1,1,481.0,16.0,16.0,0.0,0,41
13392,4342.0,2.0,2.2,2.0,0.0,2.0,1.0,2.0,1,1,1,3,1,0,-1.0,-1.0,-1.0,-1.0,0,41
13393,4343.0,7.0,7.9,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
13394,4344.0,17.0,17.2,3.0,0.0,3.0,1.0,0.0,0,1,0,3,3,1,317.0,8.0,8.2,0.0,2,61
13395,4344.0,17.0,17.2,3.0,0.0,3.0,1.0,0.0,1,1,0,3,2,1,71.0,23.0,23.0,0.0,2,61
13396,4344.0,17.0,17.2,3.0,0.0,3.0,1.0,0.0,2,1,0,3,1,1,805.0,42.0,42.4,0.0,2,61
13408,4348.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
13420,4353.0,7.0,7.9,4.0,1.0,3.0,1.0,0.0,0,1,1,3,1,1,597.0,42.0,42.3,0.0,3,21
13421,4353.0,7.0,7.9,4.0,1.0,3.0,1.0,0.0,1,1,1,3,1,1,388.0,15.0,15.2,0.0,3,21
13422,4353.0,7.0,7.9,4.0,1.0,3.0,1.0,0.0,2,1,1,3,1,1,6.0,24.0,24.6,0.0,3,21
13423,4353.0,7.0,7.9,4.0,1.0,3.0,1.0,0.0,3,0,1,2,0,2,99.0,42.0,42.4,0.0,3,4
13437,4358.0,1.0,1.3,2.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,71
13438,4358.0,1.0,1.3,2.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,61
13447,4361.0,2.0,2.2,3.0,1.0,1.0,1.0,2.0,0,1,2,3,1,1,552.0,44.0,44.3,0.0,0,21
13448,4361.0,2.0,2.2,3.0,1.0,1.0,1.0,2.0,1,1,1,3,1,1,834.0,46.0,46.8,0.0,0,16
13449,4361.0,2.0,2.2,3.0,1.0,1.0,1.0,2.0,2,0,0,2,0,2,46.0,21.0,21.1,0.0,0,0
13452,4363.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,0,1,1,3,1,1,831.0,48.0,48.0,2.0,0,41
13453,4363.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,1,1,0,3,1,1,93.0,26.0,26.0,0.0,0,41
13454,4363.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,2,0,0,2,0,2,69.0,24.0,24.1,0.0,0,4
13464,4366.0,5.0,5.3,4.0,2.0,0.0,0.0,0.0,0,1,1,3,1,1,505.0,7.0,7.12,0.0,0,16
13465,4366.0,5.0,5.3,4.0,2.0,0.0,0.0,0.0,1,1,0,3,1,1,13.0,26.0,26.2,0.0,0,16
13466,4366.0,5.0,5.3,4.0,2.0,0.0,0.0,0.0,2,0,0,2,0,2,29.0,10.0,10.5,0.0,0,4
13467,4366.0,5.0,5.3,4.0,2.0,0.0,0.0,0.0,3,0,1,2,0,2,30.0,17.0,17.9,0.0,0,4
13468,4367.0,39.0,39.2,2.0,0.0,1.0,1.0,0.0,0,1,0,3,1,1,566.0,47.0,47.6,0.0,2,51
13469,4367.0,39.0,39.2,2.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,2,51
13472,4370.0,16.0,16.2,3.0,1.0,0.0,0.0,0.0,0,1,0,3,1,1,148.0,37.0,37.1,0.0,0,21
13473,4370.0,16.0,16.2,3.0,1.0,0.0,0.0,0.0,1,1,1,3,1,1,540.0,30.0,30.7,0.0,0,21
13474,4370.0,16.0,16.2,3.0,1.0,0.0,0.0,0.0,2,0,0,2,0,2,71.0,12.0,12.6,0.0,0,4
13480,4372.0,7.0,7.12,1.0,0.0,1.0,1.0,1.0,0,1,1,3,1,1,551.0,25.0,25.0,0.0,0,51
13489,4376.0,20.0,20.2,1.0,0.0,1.0,1.0,0.0,0,1,0,3,1,1,80.0,46.0,46.9,0.0,1,51
13490,4377.0,19.0,19.2,2.0,0.0,1.0,1.0,1.0,0,1,0,3,1,1,723.0,46.0,46.7,0.0,2,61
13491,4377.0,19.0,19.2,2.0,0.0,1.0,1.0,1.0,1,1,1,0,0,5,30.0,14.0,14.0,0.0,2,51
13533,4392.0,3.0,3.0,5.0,0.0,2.0,1.0,0.0,0,1,1,3,2,1,41.0,20.0,20.3,0.0,1,51
13534,4392.0,3.0,3.0,5.0,0.0,2.0,1.0,0.0,1,1,0,3,1,1,978.0,23.0,23.2,0.0,1,51
13535,4392.0,3.0,3.0,5.0,0.0,2.0,1.0,0.0,2,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,1,51
13536,4392.0,3.0,3.0,5.0,0.0,2.0,1.0,0.0,3,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,1,51
13537,4392.0,3.0,3.0,5.0,0.0,2.0,1.0,0.0,4,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,1,51
13538,4393.0,6.0,6.3,2.0,1.0,1.0,1.0,1.0,0,1,1,3,1,1,993.0,45.0,45.1,0.0,1,21
13539,4393.0,6.0,6.3,2.0,1.0,1.0,1.0,1.0,1,0,0,2,0,2,38.0,4.0,4.3,0.0,1,4
13540,4394.0,18.0,18.0,5.0,1.0,1.0,1.0,2.0,0,1,1,3,1,1,154.0,30.0,30.3,0.0,3,41
13541,4394.0,18.0,18.0,5.0,1.0,1.0,1.0,2.0,1,1,0,3,1,1,719.0,44.0,44.0,0.0,3,41
13542,4394.0,18.0,18.0,5.0,1.0,1.0,1.0,2.0,2,1,2,3,2,1,360.0,2.0,2.2,0.0,3,41
13543,4394.0,18.0,18.0,5.0,1.0,1.0,1.0,2.0,3,1,0,3,1,1,100.0,27.0,27.1,0.0,3,41
13544,4394.0,18.0,18.0,5.0,1.0,1.0,1.0,2.0,4,0,0,2,0,2,4.0,24.0,24.0,0.0,3,4
13554,4397.0,2.0,2.2,2.0,0.0,2.0,1.0,1.0,0,1,0,3,2,1,736.0,43.0,43.6,2.0,2,41
13555,4397.0,2.0,2.2,2.0,0.0,2.0,1.0,1.0,1,1,0,3,1,1,549.0,40.0,40.1,0.0,2,41
13556,4398.0,19.0,19.2,3.0,1.0,2.0,1.0,1.0,0,1,0,3,1,1,83.0,46.0,46.4,2.0,3,21
13557,4398.0,19.0,19.2,3.0,1.0,2.0,1.0,1.0,1,1,1,3,1,1,599.0,24.0,24.1,2.0,3,21
13558,4398.0,19.0,19.2,3.0,1.0,2.0,1.0,1.0,2,0,1,2,0,2,70.0,25.0,25.3,0.0,3,4
13567,4402.0,7.0,7.6,3.0,1.0,1.0,1.0,1.0,0,1,1,2,0,2,25.0,6.0,6.0,0.0,1,16
13568,4402.0,7.0,7.6,3.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,-1.0,-1.0,-1.0,-1.0,1,16
13569,4402.0,7.0,7.6,3.0,1.0,1.0,1.0,1.0,2,0,0,2,0,2,27.0,13.0,13.2,0.0,1,0
13575,4404.0,7.0,7.7,5.0,2.0,2.0,1.0,2.0,0,1,1,3,1,0,-1.0,-1.0,-1.0,-1.0,1,21
13576,4404.0,7.0,7.7,5.0,2.0,2.0,1.0,2.0,1,1,0,3,1,1,409.0,2.0,2.1,0.0,1,21
13577,4404.0,7.0,7.7,5.0,2.0,2.0,1.0,2.0,2,1,0,3,1,1,600.0,24.0,24.0,0.0,1,21
13578,4404.0,7.0,7.7,5.0,2.0,2.0,1.0,2.0,3,0,1,2,0,2,80.0,46.0,46.9,0.0,1,4
13579,4404.0,7.0,7.7,5.0,2.0,2.0,1.0,2.0,4,0,0,2,0,2,97.0,37.0,37.1,0.0,1,0
13588,4408.0,7.0,7.0,3.0,1.0,1.0,1.0,1.0,0,1,0,3,1,1,915.0,36.0,36.3,3.0,1,31
13589,4408.0,7.0,7.0,3.0,1.0,1.0,1.0,1.0,1,1,1,3,1,1,804.0,29.0,29.0,0.0,1,21
13590,4408.0,7.0,7.0,3.0,1.0,1.0,1.0,1.0,2,0,1,2,0,2,76.0,44.0,44.3,0.0,1,13
13591,4409.0,14.0,14.0,2.0,0.0,1.0,1.0,0.0,0,1,1,3,1,1,829.0,46.0,46.6,0.0,1,31
13592,4409.0,14.0,14.0,2.0,0.0,1.0,1.0,0.0,1,1,1,1,0,5,49.0,16.0,16.0,1.0,1,41
13600,4413.0,16.0,16.2,5.0,1.0,3.0,1.0,3.0,0,1,1,3,1,0,-1.0,-1.0,-1.0,-1.0,2,16
13601,4413.0,16.0,16.2,5.0,1.0,3.0,1.0,3.0,1,1,0,2,0,2,25.0,6.0,6.0,0.0,2,16
13602,4413.0,16.0,16.2,5.0,1.0,3.0,1.0,3.0,2,1,1,2,0,2,0.0,43.0,43.4,3.0,2,16
13603,4413.0,16.0,16.2,5.0,1.0,3.0,1.0,3.0,3,1,0,3,1,1,279.0,1.0,1.2,0.0,2,16
13604,4413.0,16.0,16.2,5.0,1.0,3.0,1.0,3.0,4,0,0,2,0,5,40.0,16.0,16.3,2.0,2,4
13607,4416.0,18.0,18.3,3.0,1.0,2.0,1.0,1.0,0,1,1,3,2,1,720.0,44.0,44.2,2.0,2,21
13608,4416.0,18.0,18.3,3.0,1.0,2.0,1.0,1.0,1,1,0,3,1,1,276.0,16.0,16.2,0.0,2,21
13609,4416.0,18.0,18.3,3.0,1.0,2.0,1.0,1.0,2,0,1,2,0,2,87.0,7.0,7.4,0.0,2,4
13643,4426.0,19.0,19.6,5.0,3.0,1.0,1.0,0.0,0,1,1,3,1,1,375.0,19.0,19.1,0.0,2,31
13644,4426.0,19.0,19.6,5.0,3.0,1.0,1.0,0.0,1,1,0,1,0,4,316.0,25.0,25.0,0.0,2,21
13645,4426.0,19.0,19.6,5.0,3.0,1.0,1.0,0.0,2,0,0,2,0,2,25.0,6.0,6.0,0.0,2,4
13646,4426.0,19.0,19.6,5.0,3.0,1.0,1.0,0.0,3,0,0,2,0,2,3.0,27.0,27.2,0.0,2,4
13647,4426.0,19.0,19.6,5.0,3.0,1.0,1.0,0.0,4,0,1,2,0,2,70.0,25.0,25.3,0.0,2,4
13654,4430.0,7.0,7.3,5.0,1.0,2.0,1.0,2.0,0,1,1,3,1,1,748.0,43.0,43.0,0.0,2,21
13655,4430.0,7.0,7.3,5.0,1.0,2.0,1.0,2.0,1,1,0,3,2,1,144.0,25.0,25.4,0.0,2,21
13656,4430.0,7.0,7.3,5.0,1.0,2.0,1.0,2.0,2,1,1,3,1,1,597.0,42.0,42.3,0.0,2,21
13657,4430.0,7.0,7.3,5.0,1.0,2.0,1.0,2.0,3,1,0,3,1,1,199.0,1.0,1.2,0.0,2,21
13658,4430.0,7.0,7.3,5.0,1.0,2.0,1.0,2.0,4,0,0,2,0,2,45.0,3.0,3.0,0.0,2,4
13659,4431.0,6.0,6.0,2.0,1.0,1.0,1.0,0.0,0,1,0,3,1,1,203.0,12.0,12.1,0.0,0,21
13660,4431.0,6.0,6.0,2.0,1.0,1.0,1.0,0.0,1,0,0,2,0,2,39.0,14.0,14.1,0.0,0,4
13669,4435.0,8.0,8.0,4.0,2.0,1.0,1.0,0.0,0,1,1,3,1,1,437.0,7.0,7.12,0.0,2,16
13670,4435.0,8.0,8.0,4.0,2.0,1.0,1.0,0.0,1,1,0,1,0,0,-1.0,-1.0,-1.0,-1.0,2,16
13671,4435.0,8.0,8.0,4.0,2.0,1.0,1.0,0.0,2,0,0,2,0,2,73.0,24.0,24.0,0.0,2,4
13672,4435.0,8.0,8.0,4.0,2.0,1.0,1.0,0.0,3,0,1,2,0,2,63.0,41.0,41.3,0.0,2,4
13673,4436.0,20.0,20.0,3.0,0.0,1.0,1.0,1.0,0,1,0,3,2,1,1009.0,8.0,8.2,0.0,2,61
13674,4436.0,20.0,20.0,3.0,0.0,1.0,1.0,1.0,1,1,0,0,0,5,3.0,25.0,25.4,0.0,2,71
13675,4436.0,20.0,20.0,3.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,2,61
13694,4443.0,19.0,19.4,5.0,1.0,3.0,1.0,1.0,0,1,1,3,2,1,657.0,24.0,24.7,0.0,1,21
13695,4443.0,19.0,19.4,5.0,1.0,3.0,1.0,1.0,1,1,1,3,2,1,865.0,44.0,44.1,0.0,1,21
13696,4443.0,19.0,19.4,5.0,1.0,3.0,1.0,1.0,2,1,0,3,1,1,503.0,6.0,6.3,2.0,1,21
13697,4443.0,19.0,19.4,5.0,1.0,3.0,1.0,1.0,3,1,1,3,1,1,218.0,17.0,17.1,1.0,1,21
13698,4443.0,19.0,19.4,5.0,1.0,3.0,1.0,1.0,4,0,0,2,0,2,34.0,17.0,17.5,0.0,1,4
13699,4444.0,7.0,7.9,5.0,0.0,3.0,1.0,1.0,0,1,0,3,1,1,815.0,46.0,46.9,0.0,3,71
13700,4444.0,7.0,7.9,5.0,0.0,3.0,1.0,1.0,1,1,0,3,2,1,846.0,43.0,43.6,0.0,3,71
13701,4444.0,7.0,7.9,5.0,0.0,3.0,1.0,1.0,2,1,0,3,1,1,154.0,30.0,30.3,3.0,3,61
13702,4444.0,7.0,7.9,5.0,0.0,3.0,1.0,1.0,3,1,0,0,0,4,126.0,16.0,16.3,0.0,3,71
13703,4444.0,7.0,7.9,5.0,0.0,3.0,1.0,1.0,4,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,61
13714,4448.0,8.0,8.0,5.0,1.0,3.0,1.0,3.0,0,1,1,3,1,1,491.0,5.0,5.0,3.0,2,16
13715,4448.0,8.0,8.0,5.0,1.0,3.0,1.0,3.0,1,1,1,3,1,1,40.0,43.0,43.0,0.0,2,16
13716,4448.0,8.0,8.0,5.0,1.0,3.0,1.0,3.0,2,1,1,3,1,1,602.0,25.0,25.3,0.0,2,16
13717,4448.0,8.0,8.0,5.0,1.0,3.0,1.0,3.0,3,1,0,1,0,4,201.0,7.0,7.5,0.0,2,16
13718,4448.0,8.0,8.0,5.0,1.0,3.0,1.0,3.0,4,0,1,2,0,2,1.0,42.0,42.4,0.0,2,4
13728,4452.0,7.0,7.3,2.0,0.0,1.0,1.0,2.0,0,1,1,3,1,1,724.0,41.0,41.3,0.0,1,21
13729,4452.0,7.0,7.3,2.0,0.0,1.0,1.0,2.0,1,1,0,3,1,1,57.0,25.0,25.3,2.0,1,21
13762,4462.0,8.0,8.2,3.0,1.0,2.0,1.0,1.0,0,1,1,3,1,1,211.0,19.0,19.5,3.0,1,21
13763,4462.0,8.0,8.2,3.0,1.0,2.0,1.0,1.0,1,1,0,3,1,1,329.0,14.0,14.1,0.0,1,21
13764,4462.0,8.0,8.2,3.0,1.0,2.0,1.0,1.0,2,0,0,2,0,0,-1.0,-1.0,-1.0,-1.0,1,4
13769,4464.0,7.0,7.1,2.0,0.0,2.0,1.0,0.0,0,1,0,3,2,1,835.0,28.0,28.3,0.0,1,31
13770,4464.0,7.0,7.1,2.0,0.0,2.0,1.0,0.0,1,1,0,3,1,1,887.0,28.0,28.1,0.0,1,31
13780,4468.0,16.0,16.0,4.0,1.0,1.0,1.0,0.0,0,1,1,2,0,0,-1.0,-1.0,-1.0,-1.0,1,21
13781,4468.0,16.0,16.0,4.0,1.0,1.0,1.0,0.0,1,1,0,3,1,1,332.0,18.0,18.3,0.0,1,31
13782,4468.0,16.0,16.0,4.0,1.0,1.0,1.0,0.0,2,1,1,3,1,1,855.0,46.0,46.9,0.0,1,21
13783,4468.0,16.0,16.0,4.0,1.0,1.0,1.0,0.0,3,0,0,2,0,2,98.0,42.0,42.6,0.0,1,4
13796,4473.0,18.0,18.2,4.0,1.0,1.0,1.0,3.0,0,1,1,3,1,1,610.0,25.0,25.7,0.0,1,31
13797,4473.0,18.0,18.2,4.0,1.0,1.0,1.0,3.0,1,1,1,3,1,1,723.0,46.0,46.7,0.0,1,31
13798,4473.0,18.0,18.2,4.0,1.0,1.0,1.0,3.0,2,1,1,3,1,1,190.0,29.0,29.2,3.0,1,31
13799,4473.0,18.0,18.2,4.0,1.0,1.0,1.0,3.0,3,0,0,2,0,2,30.0,17.0,17.9,1.0,1,4
13841,4489.0,17.0,17.3,1.0,0.0,1.0,1.0,0.0,0,1,1,3,1,1,465.0,15.0,15.3,0.0,0,31
13854,4493.0,19.0,19.2,1.0,0.0,1.0,1.0,0.0,0,1,2,3,1,1,673.0,33.0,33.0,0.0,1,51
13859,4495.0,7.0,7.12,2.0,0.0,2.0,1.0,0.0,0,1,1,3,1,1,136.0,7.0,7.1,0.0,1,51
13860,4495.0,7.0,7.12,2.0,0.0,2.0,1.0,0.0,1,1,0,3,1,1,665.0,29.0,29.0,0.0,1,51
13861,4496.0,19.0,19.0,1.0,0.0,1.0,1.0,0.0,0,1,0,3,1,1,340.0,17.0,17.3,0.0,0,51
13863,4498.0,19.0,19.4,3.0,1.0,2.0,1.0,1.0,0,1,1,3,1,1,985.0,23.0,23.0,0.0,0,21
13864,4498.0,19.0,19.4,3.0,1.0,2.0,1.0,1.0,1,1,0,3,1,1,725.0,41.0,41.0,2.0,0,21
13865,4498.0,19.0,19.4,3.0,1.0,2.0,1.0,1.0,2,0,1,2,0,2,85.0,44.0,44.3,0.0,0,4
13867,4500.0,15.0,15.3,1.0,0.0,1.0,1.0,0.0,0,1,1,3,1,1,148.0,37.0,37.1,0.0,0,31
13873,4503.0,5.0,5.1,5.0,0.0,2.0,1.0,3.0,0,1,0,3,2,1,100.0,27.0,27.1,0.0,3,51
13874,4503.0,5.0,5.1,5.0,0.0,2.0,1.0,3.0,1,1,0,3,3,1,572.0,32.0,32.4,2.0,3,41
13875,4503.0,5.0,5.1,5.0,0.0,2.0,1.0,3.0,2,1,0,1,0,4,452.0,42.0,42.1,2.0,3,41
13876,4503.0,5.0,5.1,5.0,0.0,2.0,1.0,3.0,3,1,0,0,0,5,95.0,23.0,23.3,0.0,3,51
13877,4503.0,5.0,5.1,5.0,0.0,2.0,1.0,3.0,4,1,0,0,0,5,56.0,6.0,6.3,0.0,3,41
13889,4507.0,7.0,7.3,3.0,2.0,1.0,1.0,0.0,0,1,1,3,1,1,758.0,20.0,20.2,0.0,1,16
13890,4507.0,7.0,7.3,3.0,2.0,1.0,1.0,0.0,1,0,1,2,0,2,12.0,28.0,28.2,0.0,1,0
13891,4507.0,7.0,7.3,3.0,2.0,1.0,1.0,0.0,2,0,1,2,0,2,27.0,13.0,13.2,0.0,1,0
13892,4508.0,5.0,5.3,2.0,0.0,2.0,1.0,0.0,0,1,0,3,1,1,123.0,40.0,40.2,0.0,2,31
13893,4508.0,5.0,5.3,2.0,0.0,2.0,1.0,0.0,1,1,1,3,1,1,979.0,23.0,23.3,0.0,2,31
13906,4512.0,4.0,4.2,1.0,0.0,1.0,1.0,1.0,0,1,0,3,1,1,279.0,1.0,1.2,0.0,1,41
13912,4515.0,8.0,8.1,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
13925,4519.0,7.0,7.6,4.0,1.0,3.0,1.0,1.0,0,1,1,3,1,1,645.0,27.0,27.1,0.0,3,21
13926,4519.0,7.0,7.6,4.0,1.0,3.0,1.0,1.0,1,1,0,3,2,1,697.0,36.0,36.3,0.0,3,31
13927,4519.0,7.0,7.6,4.0,1.0,3.0,1.0,1.0,2,1,1,3,1,1,351.0,15.0,15.3,0.0,3,21
13928,4519.0,7.0,7.6,4.0,1.0,3.0,1.0,1.0,3,0,0,2,0,2,73.0,24.0,24.0,3.0,3,0
13929,4520.0,8.0,8.2,4.0,2.0,1.0,1.0,0.0,0,1,0,3,1,1,677.0,26.0,26.1,3.0,2,21
13930,4520.0,8.0,8.2,4.0,2.0,1.0,1.0,0.0,1,1,0,3,1,1,805.0,42.0,42.4,0.0,2,21
13931,4520.0,8.0,8.2,4.0,2.0,1.0,1.0,0.0,2,0,0,2,0,2,71.0,12.0,12.6,2.0,2,4
13932,4520.0,8.0,8.2,4.0,2.0,1.0,1.0,0.0,3,0,0,2,0,2,94.0,45.0,45.0,0.0,2,0
13933,4521.0,14.0,14.2,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,4,331.0,41.0,41.2,0.0,0,61
13934,4522.0,5.0,5.3,4.0,2.0,0.0,0.0,0.0,0,1,1,3,1,1,198.0,1.0,1.2,0.0,0,21
13935,4522.0,5.0,5.3,4.0,2.0,0.0,0.0,0.0,1,1,0,3,1,1,67.0,24.0,24.5,3.0,0,21
13936,4522.0,5.0,5.3,4.0,2.0,0.0,0.0,0.0,2,0,1,2,0,2,26.0,15.0,15.1,0.0,0,4
13937,4522.0,5.0,5.3,4.0,2.0,0.0,0.0,0.0,3,0,1,2,0,0,-1.0,-1.0,-1.0,-1.0,0,4
13938,4523.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,0,1,1,3,2,0,-1.0,-1.0,-1.0,-1.0,3,21
13939,4523.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1,1,0,3,1,0,-1.0,-1.0,-1.0,-1.0,3,21
13940,4523.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,2,1,1,3,1,1,948.0,29.0,29.1,0.0,3,16
13941,4523.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,3,0,0,2,0,2,81.0,46.0,46.9,3.0,3,4
13942,4523.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,4,0,0,2,0,2,43.0,2.0,2.1,2.0,3,4
13948,4525.0,15.0,15.3,1.0,0.0,0.0,0.0,1.0,0,1,1,0,0,4,252.0,4.0,4.0,0.0,0,51
13949,4526.0,7.0,7.7,4.0,1.0,2.0,1.0,2.0,0,1,1,3,2,1,836.0,46.0,46.0,0.0,3,31
13950,4526.0,7.0,7.7,4.0,1.0,2.0,1.0,2.0,1,1,0,3,1,1,550.0,29.0,29.1,0.0,3,31
13951,4526.0,7.0,7.7,4.0,1.0,2.0,1.0,2.0,2,1,1,1,0,5,57.0,5.0,5.2,0.0,3,21
13952,4526.0,7.0,7.7,4.0,1.0,2.0,1.0,2.0,3,0,1,2,0,2,46.0,21.0,21.1,0.0,3,4
13969,4531.0,7.0,7.11,5.0,2.0,3.0,1.0,2.0,0,1,1,3,1,1,856.0,47.0,47.8,0.0,3,21
13970,4531.0,7.0,7.11,5.0,2.0,3.0,1.0,2.0,1,1,1,3,1,1,343.0,1.0,1.2,0.0,3,21
13971,4531.0,7.0,7.11,5.0,2.0,3.0,1.0,2.0,2,1,1,3,1,1,316.0,16.0,16.2,0.0,3,21
13972,4531.0,7.0,7.11,5.0,2.0,3.0,1.0,2.0,3,0,1,2,0,2,30.0,17.0,17.9,0.0,3,0
13973,4531.0,7.0,7.11,5.0,2.0,3.0,1.0,2.0,4,0,1,2,0,2,12.0,28.0,28.2,0.0,3,4
13985,4535.0,7.0,7.1,5.0,3.0,0.0,0.0,0.0,0,1,1,3,1,1,185.0,32.0,32.7,0.0,0,31
13986,4535.0,7.0,7.1,5.0,3.0,0.0,0.0,0.0,1,1,0,1,0,5,63.0,16.0,16.1,0.0,0,41
13987,4535.0,7.0,7.1,5.0,3.0,0.0,0.0,0.0,2,0,0,2,0,2,91.0,46.0,46.0,0.0,0,4
13988,4535.0,7.0,7.1,5.0,3.0,0.0,0.0,0.0,3,0,1,2,0,2,79.0,38.0,38.3,0.0,0,4
13989,4535.0,7.0,7.1,5.0,3.0,0.0,0.0,0.0,4,0,0,2,0,2,27.0,13.0,13.2,0.0,0,4
14003,4539.0,7.0,7.0,4.0,2.0,0.0,0.0,2.0,0,1,0,1,0,4,32.0,32.0,32.6,3.0,0,21
14004,4539.0,7.0,7.0,4.0,2.0,0.0,0.0,2.0,1,1,1,1,0,4,6.0,37.0,37.2,0.0,0,21
14005,4539.0,7.0,7.0,4.0,2.0,0.0,0.0,2.0,2,0,0,2,0,2,84.0,45.0,45.0,2.0,0,4
14006,4539.0,7.0,7.0,4.0,2.0,0.0,0.0,2.0,3,0,0,2,0,2,79.0,38.0,38.3,0.0,0,4
14007,4540.0,14.0,14.1,2.0,0.0,1.0,1.0,0.0,0,1,0,3,1,1,838.0,46.0,46.6,0.0,1,61
14008,4540.0,14.0,14.1,2.0,0.0,1.0,1.0,0.0,1,1,1,0,0,5,50.0,5.0,5.2,0.0,1,61
14013,4542.0,18.0,18.3,3.0,1.0,2.0,1.0,1.0,0,1,1,3,1,1,638.0,23.0,23.0,0.0,2,16
14014,4542.0,18.0,18.3,3.0,1.0,2.0,1.0,1.0,1,1,0,2,0,2,47.0,5.0,5.0,0.0,2,16
14015,4542.0,18.0,18.3,3.0,1.0,2.0,1.0,1.0,2,0,1,2,0,2,11.0,24.0,24.1,0.0,2,0
14020,4544.0,5.0,5.3,4.0,2.0,1.0,1.0,0.0,0,1,1,3,2,1,288.0,15.0,15.1,0.0,1,21
14021,4544.0,5.0,5.3,4.0,2.0,1.0,1.0,0.0,1,1,0,1,0,4,436.0,29.0,29.0,0.0,1,16
14022,4544.0,5.0,5.3,4.0,2.0,1.0,1.0,0.0,2,0,0,2,0,0,-1.0,-1.0,-1.0,-1.0,1,0
14023,4544.0,5.0,5.3,4.0,2.0,1.0,1.0,0.0,3,0,0,2,0,2,40.0,14.0,14.0,0.0,1,4
14030,4548.0,6.0,6.1,1.0,0.0,1.0,1.0,0.0,0,1,0,3,1,1,334.0,17.0,17.7,0.0,0,41
14035,4550.0,18.0,18.3,5.0,0.0,4.0,1.0,2.0,0,1,0,3,1,1,971.0,37.0,37.3,2.0,2,31
14036,4550.0,18.0,18.3,5.0,0.0,4.0,1.0,2.0,1,1,0,3,3,1,155.0,18.0,18.3,0.0,2,21
14037,4550.0,18.0,18.3,5.0,0.0,4.0,1.0,2.0,2,1,1,2,0,2,56.0,4.0,4.0,0.0,2,31
14038,4550.0,18.0,18.3,5.0,0.0,4.0,1.0,2.0,3,1,1,3,1,1,274.0,14.0,14.1,1.0,2,21
14039,4550.0,18.0,18.3,5.0,0.0,4.0,1.0,2.0,4,1,1,3,1,1,367.0,19.0,19.4,1.0,2,21
14040,4551.0,15.0,15.2,4.0,1.0,2.0,1.0,1.0,0,1,0,3,1,1,592.0,25.0,25.2,0.0,3,21
