hh_index,zone_id,hh_count,hh_children,hh_people_in_work,hh_in_work,hh_income,hh_cars,p_hh_index,adult,gender,age,employment,occupation,main_activity,main_activity_id,mode
4419.0,11.0,4.0,1.0,3.0,1.0,50000.0,1.0,0,1,0,36.0,3,1,1,513.0,2.0
4419.0,11.0,4.0,1.0,3.0,1.0,50000.0,1.0,1,1,1,36.0,3,1,1,821.0,0.0
4419.0,11.0,4.0,1.0,3.0,1.0,50000.0,1.0,2,1,1,34.0,3,1,1,482.0,0.0
4419.0,11.0,4.0,1.0,3.0,1.0,50000.0,1.0,3,0,1,11.0,2,0,2,91.0,0.0
4420.0,3.0,2.0,1.0,1.0,1.0,30000.0,1.0,0,1,1,26.0,3,1,1,459.0,0.0
4420.0,3.0,2.0,1.0,1.0,1.0,30000.0,1.0,1,0,1,10.0,2,0,0,-1.0,-1.0
4421.0,3.0,3.0,0.0,0.0,0.0,18000.0,1.0,0,1,0,59.0,0,0,0,-1.0,-1.0
4421.0,3.0,3.0,0.0,0.0,0.0,18000.0,1.0,1,1,0,59.0,0,0,0,-1.0,-1.0
4421.0,3.0,3.0,0.0,0.0,0.0,18000.0,1.0,2,1,1,59.0,0,0,5,13.0,0.0
4422.0,11.0,3.0,1.0,1.0,1.0,20000.0,2.0,0,1,1,38.0,3,1,1,567.0,0.0
4422.0,11.0,3.0,1.0,1.0,1.0,20000.0,2.0,1,1,0,37.0,3,1,1,820.0,2.0
4422.0,11.0,3.0,1.0,1.0,1.0,20000.0,2.0,2,0,1,4.0,2,0,2,392.0,0.0
4423.0,12.0,5.0,1.0,3.0,1.0,50000.0,1.0,0,1,1,30.0,3,2,1,703.0,0.0
4423.0,12.0,5.0,1.0,3.0,1.0,50000.0,1.0,1,1,1,30.0,3,1,1,135.0,1.0
4423.0,12.0,5.0,1.0,3.0,1.0,50000.0,1.0,2,1,1,30.0,3,1,1,474.0,3.0
4423.0,12.0,5.0,1.0,3.0,1.0,50000.0,1.0,3,1,1,32.0,3,1,0,-1.0,-1.0
4423.0,12.0,5.0,1.0,3.0,1.0,50000.0,1.0,4,0,0,9.0,2,0,2,248.0,0.0
4424.0,14.0,3.0,0.0,3.0,1.0,80000.0,2.0,0,1,0,53.0,3,2,1,83.0,0.0
4424.0,14.0,3.0,0.0,3.0,1.0,80000.0,2.0,1,1,0,53.0,3,2,1,590.0,3.0
4424.0,14.0,3.0,0.0,3.0,1.0,80000.0,2.0,2,1,1,54.0,3,1,1,777.0,0.0
4425.0,12.0,4.0,0.0,4.0,1.0,25000.0,2.0,0,1,0,62.0,3,1,1,794.0,1.0
4425.0,12.0,4.0,0.0,4.0,1.0,25000.0,2.0,1,1,0,65.0,3,1,1,281.0,0.0
4425.0,12.0,4.0,0.0,4.0,1.0,25000.0,2.0,2,1,0,63.0,3,1,1,798.0,3.0
4425.0,12.0,4.0,0.0,4.0,1.0,25000.0,2.0,3,1,1,65.0,3,1,1,415.0,0.0
4426.0,3.0,4.0,3.0,1.0,1.0,30000.0,0.0,0,1,1,23.0,3,1,1,587.0,0.0
4426.0,3.0,4.0,3.0,1.0,1.0,30000.0,0.0,1,0,0,8.0,2,0,2,306.0,0.0
4426.0,3.0,4.0,3.0,1.0,1.0,30000.0,0.0,2,0,1,14.0,2,0,2,214.0,0.0
4426.0,3.0,4.0,3.0,1.0,1.0,30000.0,0.0,3,0,1,15.0,2,0,2,58.0,0.0
4427.0,15.0,3.0,1.0,1.0,1.0,45000.0,0.0,0,1,0,22.0,3,1,1,849.0,0.0
4427.0,15.0,3.0,1.0,1.0,1.0,45000.0,0.0,1,1,1,24.0,3,1,1,278.0,2.0
4427.0,15.0,3.0,1.0,1.0,1.0,45000.0,0.0,2,0,0,4.0,2,0,2,114.0,0.0
4428.0,8.0,5.0,0.0,4.0,1.0,225000.0,2.0,0,1,0,61.0,3,3,1,188.0,2.0
4428.0,8.0,5.0,0.0,4.0,1.0,225000.0,2.0,1,1,0,59.0,3,3,1,810.0,2.0
4428.0,8.0,5.0,0.0,4.0,1.0,225000.0,2.0,2,1,0,61.0,2,0,2,351.0,2.0
4428.0,8.0,5.0,0.0,4.0,1.0,225000.0,2.0,3,1,1,62.0,3,3,1,900.0,0.0
4428.0,8.0,5.0,0.0,4.0,1.0,225000.0,2.0,4,1,1,58.0,0,0,4,41.0,2.0
4429.0,11.0,2.0,1.0,1.0,1.0,50000.0,0.0,0,1,0,22.0,3,1,1,101.0,2.0
4429.0,11.0,2.0,1.0,1.0,1.0,50000.0,0.0,1,0,2,10.0,2,0,2,174.0,0.0
4430.0,3.0,2.0,0.0,1.0,1.0,30000.0,1.0,0,1,1,59.0,3,1,1,534.0,0.0
4430.0,3.0,2.0,0.0,1.0,1.0,30000.0,1.0,1,1,0,62.0,0,0,0,-1.0,-1.0
4431.0,8.0,4.0,2.0,1.0,1.0,100000.0,1.0,0,1,1,20.0,3,1,1,455.0,0.0
4431.0,8.0,4.0,2.0,1.0,1.0,100000.0,1.0,1,1,1,21.0,1,0,4,580.0,3.0
4431.0,8.0,4.0,2.0,1.0,1.0,100000.0,1.0,2,0,0,9.0,2,0,2,353.0,0.0
4431.0,8.0,4.0,2.0,1.0,1.0,100000.0,1.0,3,0,0,9.0,2,0,2,97.0,2.0
4432.0,3.0,3.0,1.0,2.0,1.0,40000.0,1.0,0,1,2,26.0,3,1,1,224.0,0.0
4432.0,3.0,3.0,1.0,2.0,1.0,40000.0,1.0,1,1,0,27.0,3,1,1,456.0,1.0
4432.0,3.0,3.0,1.0,2.0,1.0,40000.0,1.0,2,0,1,5.0,2,0,2,386.0,1.0
4433.0,15.0,2.0,0.0,0.0,0.0,17000.0,1.0,0,1,0,61.0,0,0,4,546.0,0.0
4433.0,15.0,2.0,0.0,0.0,0.0,17000.0,1.0,1,1,0,61.0,0,0,0,-1.0,-1.0
4434.0,42.0,2.0,0.0,1.0,1.0,35000.0,2.0,0,1,0,50.0,3,1,1,63.0,0.0
4434.0,42.0,2.0,0.0,1.0,1.0,35000.0,2.0,1,1,1,52.0,0,0,0,-1.0,-1.0
4435.0,8.0,4.0,1.0,3.0,1.0,30000.0,2.0,0,1,1,23.0,3,1,1,754.0,3.0
4435.0,8.0,4.0,1.0,3.0,1.0,30000.0,2.0,1,1,0,25.0,3,1,1,461.0,0.0
4435.0,8.0,4.0,1.0,3.0,1.0,30000.0,2.0,2,1,1,29.0,3,1,1,275.0,3.0
4435.0,8.0,4.0,1.0,3.0,1.0,30000.0,2.0,3,0,0,7.0,2,0,2,106.0,2.0
4436.0,7.0,2.0,0.0,0.0,0.0,17000.0,0.0,0,1,0,59.0,0,0,0,-1.0,-1.0
4436.0,7.0,2.0,0.0,0.0,0.0,17000.0,0.0,1,1,1,57.0,0,0,4,721.0,0.0
4437.0,11.0,4.0,0.0,4.0,1.0,70000.0,1.0,0,1,0,66.0,3,1,1,586.0,3.0
4437.0,11.0,4.0,0.0,4.0,1.0,70000.0,1.0,1,1,0,64.0,3,1,1,364.0,2.0
4437.0,11.0,4.0,0.0,4.0,1.0,70000.0,1.0,2,1,0,64.0,3,2,1,597.0,0.0
4437.0,11.0,4.0,0.0,4.0,1.0,70000.0,1.0,3,1,0,64.0,3,2,1,734.0,0.0
4438.0,7.0,2.0,0.0,1.0,1.0,80000.0,1.0,0,1,0,51.0,3,1,1,57.0,0.0
4438.0,7.0,2.0,0.0,1.0,1.0,80000.0,1.0,1,1,0,53.0,0,0,5,51.0,1.0
4439.0,14.0,2.0,1.0,1.0,1.0,25000.0,1.0,0,1,0,42.0,3,1,1,438.0,2.0
4439.0,14.0,2.0,1.0,1.0,1.0,25000.0,1.0,1,0,0,12.0,2,0,2,229.0,3.0
4440.0,13.0,5.0,0.0,3.0,1.0,40000.0,1.0,0,1,0,60.0,3,2,1,469.0,3.0
4440.0,13.0,5.0,0.0,3.0,1.0,40000.0,1.0,1,1,0,64.0,3,1,0,-1.0,-1.0
4440.0,13.0,5.0,0.0,3.0,1.0,40000.0,1.0,2,1,1,60.0,3,1,1,536.0,0.0
4440.0,13.0,5.0,0.0,3.0,1.0,40000.0,1.0,3,1,0,60.0,0,0,5,50.0,0.0
4440.0,13.0,5.0,0.0,3.0,1.0,40000.0,1.0,4,1,0,62.0,0,0,3,64.0,0.0
4441.0,15.0,2.0,0.0,1.0,1.0,30000.0,0.0,0,1,0,60.0,3,1,1,353.0,0.0
4441.0,15.0,2.0,0.0,1.0,1.0,30000.0,0.0,1,1,0,60.0,0,0,0,-1.0,-1.0
4442.0,12.0,1.0,0.0,0.0,0.0,16000.0,1.0,0,1,0,30.0,1,0,0,-1.0,-1.0
4443.0,15.0,5.0,1.0,1.0,1.0,25000.0,3.0,0,1,0,23.0,3,1,1,869.0,0.0
4443.0,15.0,5.0,1.0,1.0,1.0,25000.0,3.0,1,1,0,23.0,1,0,0,-1.0,-1.0
4443.0,15.0,5.0,1.0,1.0,1.0,25000.0,3.0,2,1,1,21.0,3,1,1,822.0,0.0
4443.0,15.0,5.0,1.0,1.0,1.0,25000.0,3.0,3,1,0,22.0,3,1,1,165.0,0.0
4443.0,15.0,5.0,1.0,1.0,1.0,25000.0,3.0,4,0,1,6.0,2,0,2,424.0,3.0
4444.0,7.0,4.0,1.0,2.0,1.0,30000.0,0.0,0,1,0,26.0,3,1,1,22.0,0.0
4444.0,7.0,4.0,1.0,2.0,1.0,30000.0,0.0,1,1,1,23.0,3,1,1,647.0,2.0
4444.0,7.0,4.0,1.0,2.0,1.0,30000.0,0.0,2,1,0,25.0,3,1,1,454.0,0.0
4444.0,7.0,4.0,1.0,2.0,1.0,30000.0,0.0,3,0,0,11.0,2,0,0,-1.0,-1.0
4445.0,8.0,2.0,0.0,1.0,1.0,85000.0,2.0,0,1,1,63.0,3,1,1,905.0,0.0
4445.0,8.0,2.0,0.0,1.0,1.0,85000.0,2.0,1,1,1,59.0,0,0,4,320.0,2.0
4446.0,11.0,5.0,1.0,4.0,1.0,40000.0,1.0,0,1,1,30.0,3,1,1,849.0,0.0
4446.0,11.0,5.0,1.0,4.0,1.0,40000.0,1.0,1,1,1,33.0,3,1,1,939.0,0.0
4446.0,11.0,5.0,1.0,4.0,1.0,40000.0,1.0,2,1,1,32.0,2,0,2,247.0,0.0
4446.0,11.0,5.0,1.0,4.0,1.0,40000.0,1.0,3,1,1,32.0,3,1,1,235.0,2.0
4446.0,11.0,5.0,1.0,4.0,1.0,40000.0,1.0,4,0,0,13.0,2,0,2,259.0,3.0
4447.0,11.0,4.0,1.0,2.0,1.0,25000.0,1.0,0,1,1,35.0,3,1,1,141.0,0.0
4447.0,11.0,4.0,1.0,2.0,1.0,25000.0,1.0,1,1,0,31.0,3,1,1,928.0,0.0
4447.0,11.0,4.0,1.0,2.0,1.0,25000.0,1.0,2,1,0,35.0,1,0,0,-1.0,-1.0
4447.0,11.0,4.0,1.0,2.0,1.0,25000.0,1.0,3,0,1,4.0,2,0,2,190.0,0.0
4448.0,13.0,2.0,0.0,1.0,1.0,35000.0,1.0,0,1,0,60.0,3,1,1,8.0,0.0
4448.0,13.0,2.0,0.0,1.0,1.0,35000.0,1.0,1,1,1,58.0,0,0,0,-1.0,-1.0
4449.0,14.0,3.0,1.0,2.0,1.0,85000.0,2.0,0,1,1,25.0,3,1,1,472.0,2.0
4449.0,14.0,3.0,1.0,2.0,1.0,85000.0,2.0,1,1,0,25.0,3,1,1,526.0,3.0
4449.0,14.0,3.0,1.0,2.0,1.0,85000.0,2.0,2,0,1,8.0,2,0,2,83.0,2.0
4450.0,8.0,4.0,1.0,3.0,1.0,50000.0,1.0,0,1,1,25.0,3,1,0,-1.0,-1.0
4450.0,8.0,4.0,1.0,3.0,1.0,50000.0,1.0,1,1,1,25.0,3,1,1,391.0,0.0
4450.0,8.0,4.0,1.0,3.0,1.0,50000.0,1.0,2,1,1,26.0,3,1,1,313.0,1.0
4450.0,8.0,4.0,1.0,3.0,1.0,50000.0,1.0,3,0,1,8.0,2,0,2,126.0,0.0
4451.0,15.0,2.0,1.0,1.0,1.0,30000.0,0.0,0,1,1,22.0,3,1,1,851.0,0.0
4451.0,15.0,2.0,1.0,1.0,1.0,30000.0,0.0,1,0,1,5.0,2,0,2,96.0,0.0
4452.0,8.0,2.0,1.0,1.0,1.0,45000.0,0.0,0,1,1,20.0,2,0,2,78.0,0.0
4452.0,8.0,2.0,1.0,1.0,1.0,45000.0,0.0,1,0,0,8.0,2,0,2,327.0,0.0
4453.0,13.0,4.0,1.0,3.0,1.0,50000.0,1.0,0,1,1,35.0,3,1,1,539.0,3.0
4453.0,13.0,4.0,1.0,3.0,1.0,50000.0,1.0,1,1,1,34.0,3,1,0,-1.0,-1.0
4453.0,13.0,4.0,1.0,3.0,1.0,50000.0,1.0,2,1,0,34.0,3,1,1,867.0,3.0
4453.0,13.0,4.0,1.0,3.0,1.0,50000.0,1.0,3,0,1,6.0,2,0,2,103.0,0.0
4454.0,16.0,1.0,0.0,0.0,0.0,16000.0,0.0,0,1,0,57.0,0,0,0,-1.0,-1.0
4455.0,15.0,2.0,0.0,0.0,0.0,17000.0,0.0,0,1,0,59.0,0,0,4,599.0,0.0
4455.0,15.0,2.0,0.0,0.0,0.0,17000.0,0.0,1,1,0,57.0,0,0,4,162.0,2.0
4456.0,11.0,2.0,0.0,0.0,0.0,17000.0,1.0,0,1,2,64.0,0,0,0,-1.0,-1.0
4456.0,11.0,2.0,0.0,0.0,0.0,17000.0,1.0,1,1,0,66.0,0,0,3,324.0,0.0
4457.0,14.0,4.0,0.0,1.0,1.0,120000.0,2.0,0,1,0,52.0,3,1,1,558.0,0.0
4457.0,14.0,4.0,0.0,1.0,1.0,120000.0,2.0,1,1,0,55.0,0,0,0,-1.0,-1.0
4457.0,14.0,4.0,0.0,1.0,1.0,120000.0,2.0,2,1,0,52.0,0,0,0,-1.0,-1.0
4457.0,14.0,4.0,0.0,1.0,1.0,120000.0,2.0,3,1,0,55.0,0,0,4,246.0,0.0
4458.0,11.0,5.0,1.0,3.0,1.0,35000.0,2.0,0,1,0,29.0,3,1,1,245.0,0.0
4458.0,11.0,5.0,1.0,3.0,1.0,35000.0,2.0,1,1,2,32.0,3,1,1,586.0,3.0
4458.0,11.0,5.0,1.0,3.0,1.0,35000.0,2.0,2,1,0,30.0,3,1,1,971.0,2.0
4458.0,11.0,5.0,1.0,3.0,1.0,35000.0,2.0,3,1,0,33.0,3,1,1,939.0,0.0
4458.0,11.0,5.0,1.0,3.0,1.0,35000.0,2.0,4,0,1,16.0,2,0,2,348.0,0.0
4459.0,8.0,4.0,1.0,3.0,1.0,115000.0,0.0,0,1,1,29.0,3,1,1,307.0,0.0
4459.0,8.0,4.0,1.0,3.0,1.0,115000.0,0.0,1,1,0,28.0,3,1,1,817.0,0.0
4459.0,8.0,4.0,1.0,3.0,1.0,115000.0,0.0,2,1,0,32.0,3,1,1,384.0,0.0
4459.0,8.0,4.0,1.0,3.0,1.0,115000.0,0.0,3,0,1,8.0,2,0,2,275.0,0.0
4460.0,27.0,3.0,1.0,0.0,0.0,19000.0,0.0,0,1,1,25.0,1,0,0,-1.0,-1.0
4460.0,27.0,3.0,1.0,0.0,0.0,19000.0,0.0,1,1,0,26.0,1,0,0,-1.0,-1.0
4460.0,27.0,3.0,1.0,0.0,0.0,19000.0,0.0,2,0,0,10.0,2,0,2,81.0,0.0
4461.0,14.0,5.0,2.0,2.0,1.0,30000.0,0.0,0,1,0,29.0,3,1,1,300.0,0.0
4461.0,14.0,5.0,2.0,2.0,1.0,30000.0,0.0,1,1,0,30.0,3,1,1,27.0,0.0
4461.0,14.0,5.0,2.0,2.0,1.0,30000.0,0.0,2,1,0,29.0,1,0,4,289.0,0.0
4461.0,14.0,5.0,2.0,2.0,1.0,30000.0,0.0,3,0,0,6.0,2,0,2,259.0,0.0
4461.0,14.0,5.0,2.0,2.0,1.0,30000.0,0.0,4,0,1,8.0,2,0,2,458.0,1.0
4462.0,14.0,4.0,0.0,2.0,1.0,100000.0,2.0,0,1,2,65.0,3,1,1,996.0,0.0
4462.0,14.0,4.0,0.0,2.0,1.0,100000.0,2.0,1,1,0,65.0,3,1,1,589.0,1.0
4462.0,14.0,4.0,0.0,2.0,1.0,100000.0,2.0,2,1,0,67.0,0,0,3,289.0,0.0
4462.0,14.0,4.0,0.0,2.0,1.0,100000.0,2.0,3,1,0,65.0,0,0,0,-1.0,-1.0
4463.0,3.0,1.0,0.0,0.0,0.0,16000.0,0.0,0,1,0,66.0,0,0,5,54.0,1.0
4464.0,6.0,1.0,0.0,1.0,1.0,40000.0,1.0,0,1,0,53.0,3,2,1,707.0,0.0
4465.0,15.0,1.0,0.0,0.0,0.0,16000.0,1.0,0,1,0,56.0,0,0,0,-1.0,-1.0
4466.0,12.0,2.0,0.0,2.0,1.0,40000.0,1.0,0,1,0,66.0,3,1,1,469.0,3.0
4466.0,12.0,2.0,0.0,2.0,1.0,40000.0,1.0,1,1,0,68.0,3,1,1,207.0,0.0
4467.0,8.0,3.0,0.0,2.0,1.0,75000.0,0.0,0,1,1,40.0,2,0,2,425.0,0.0
4467.0,8.0,3.0,0.0,2.0,1.0,75000.0,0.0,1,1,0,41.0,3,2,1,539.0,0.0
4467.0,8.0,3.0,0.0,2.0,1.0,75000.0,0.0,2,1,0,43.0,1,0,3,449.0,0.0
4468.0,3.0,4.0,1.0,2.0,1.0,50000.0,2.0,0,1,1,27.0,3,1,1,175.0,0.0
4468.0,3.0,4.0,1.0,2.0,1.0,50000.0,2.0,1,1,1,27.0,3,1,1,655.0,0.0
4468.0,3.0,4.0,1.0,2.0,1.0,50000.0,2.0,2,1,0,27.0,3,1,1,873.0,2.0
4468.0,3.0,4.0,1.0,2.0,1.0,50000.0,2.0,3,0,1,10.0,2,0,2,2.0,0.0
4469.0,14.0,5.0,2.0,3.0,1.0,80000.0,2.0,0,1,1,24.0,3,1,1,121.0,2.0
4469.0,14.0,5.0,2.0,3.0,1.0,80000.0,2.0,1,1,0,25.0,2,0,0,-1.0,-1.0
4469.0,14.0,5.0,2.0,3.0,1.0,80000.0,2.0,2,1,0,28.0,3,1,1,397.0,0.0
4469.0,14.0,5.0,2.0,3.0,1.0,80000.0,2.0,3,0,1,7.0,2,0,2,227.0,0.0
4469.0,14.0,5.0,2.0,3.0,1.0,80000.0,2.0,4,0,1,10.0,2,0,5,20.0,0.0
4470.0,13.0,4.0,1.0,3.0,1.0,35000.0,0.0,0,1,0,37.0,3,1,1,47.0,0.0
4470.0,13.0,4.0,1.0,3.0,1.0,35000.0,0.0,1,1,1,37.0,3,1,1,396.0,0.0
4470.0,13.0,4.0,1.0,3.0,1.0,35000.0,0.0,2,1,1,37.0,3,1,1,64.0,0.0
4470.0,13.0,4.0,1.0,3.0,1.0,35000.0,0.0,3,0,1,10.0,2,0,2,355.0,0.0
4471.0,14.0,1.0,0.0,0.0,0.0,16000.0,0.0,0,1,0,44.0,3,1,1,408.0,0.0
4472.0,15.0,5.0,1.0,3.0,1.0,50000.0,2.0,0,1,0,31.0,3,1,1,283.0,0.0
4472.0,15.0,5.0,1.0,3.0,1.0,50000.0,2.0,1,1,1,33.0,3,1,1,19.0,0.0
4472.0,15.0,5.0,1.0,3.0,1.0,50000.0,2.0,2,1,1,31.0,3,2,1,950.0,0.0
4472.0,15.0,5.0,1.0,3.0,1.0,50000.0,2.0,3,1,1,33.0,3,1,1,292.0,3.0
4472.0,15.0,5.0,1.0,3.0,1.0,50000.0,2.0,4,0,0,13.0,2,0,2,444.0,2.0
4473.0,27.0,5.0,2.0,2.0,1.0,40000.0,1.0,0,1,0,28.0,3,1,1,201.0,1.0
4473.0,27.0,5.0,2.0,2.0,1.0,40000.0,1.0,1,1,1,29.0,3,1,1,765.0,1.0
4473.0,27.0,5.0,2.0,2.0,1.0,40000.0,1.0,2,1,1,28.0,3,1,1,127.0,2.0
4473.0,27.0,5.0,2.0,2.0,1.0,40000.0,1.0,3,0,0,5.0,2,0,2,369.0,0.0
4473.0,27.0,5.0,2.0,2.0,1.0,40000.0,1.0,4,0,1,3.0,2,0,2,406.0,1.0
4474.0,14.0,3.0,0.0,1.0,1.0,120000.0,1.0,0,1,0,61.0,3,1,1,250.0,3.0
4474.0,14.0,3.0,0.0,1.0,1.0,120000.0,1.0,1,1,1,61.0,0,0,3,392.0,0.0
4474.0,14.0,3.0,0.0,1.0,1.0,120000.0,1.0,2,1,1,62.0,0,0,0,-1.0,-1.0
4475.0,8.0,1.0,0.0,1.0,1.0,45000.0,0.0,0,1,1,54.0,3,1,1,729.0,0.0
4476.0,7.0,3.0,0.0,2.0,1.0,60000.0,0.0,0,1,0,40.0,3,1,1,649.0,2.0
4476.0,7.0,3.0,0.0,2.0,1.0,60000.0,0.0,1,1,0,40.0,3,1,1,316.0,0.0
4476.0,7.0,3.0,0.0,2.0,1.0,60000.0,0.0,2,1,0,41.0,3,1,1,527.0,0.0
4477.0,11.0,2.0,0.0,0.0,0.0,17000.0,1.0,0,1,1,59.0,0,0,0,-1.0,-1.0
4477.0,11.0,2.0,0.0,0.0,0.0,17000.0,1.0,1,1,1,56.0,0,0,0,-1.0,-1.0
4478.0,11.0,5.0,2.0,1.0,1.0,40000.0,0.0,0,1,1,31.0,3,1,1,241.0,2.0
4478.0,11.0,5.0,2.0,1.0,1.0,40000.0,0.0,1,1,0,32.0,1,0,3,487.0,2.0
4478.0,11.0,5.0,2.0,1.0,1.0,40000.0,0.0,2,1,1,29.0,1,0,0,-1.0,-1.0
4478.0,11.0,5.0,2.0,1.0,1.0,40000.0,0.0,3,0,0,11.0,2,0,2,435.0,0.0
4478.0,11.0,5.0,2.0,1.0,1.0,40000.0,0.0,4,0,0,6.0,2,0,2,61.0,3.0
4479.0,14.0,1.0,0.0,1.0,1.0,40000.0,0.0,0,1,1,61.0,3,1,0,-1.0,-1.0
4480.0,12.0,5.0,0.0,1.0,1.0,30000.0,2.0,0,1,1,58.0,3,1,1,758.0,3.0
4480.0,12.0,5.0,0.0,1.0,1.0,30000.0,2.0,1,1,1,61.0,0,0,5,15.0,3.0
4480.0,12.0,5.0,0.0,1.0,1.0,30000.0,2.0,2,1,1,59.0,0,0,3,992.0,2.0
4480.0,12.0,5.0,0.0,1.0,1.0,30000.0,2.0,3,1,0,57.0,0,0,5,43.0,0.0
4480.0,12.0,5.0,0.0,1.0,1.0,30000.0,2.0,4,1,1,61.0,0,0,4,94.0,0.0
4481.0,2.0,3.0,1.0,2.0,1.0,45000.0,1.0,0,1,1,30.0,3,1,1,611.0,0.0
4481.0,2.0,3.0,1.0,2.0,1.0,45000.0,1.0,1,1,1,32.0,3,1,1,241.0,0.0
4481.0,2.0,3.0,1.0,2.0,1.0,45000.0,1.0,2,0,0,11.0,2,0,2,251.0,0.0
4482.0,14.0,2.0,0.0,1.0,1.0,45000.0,1.0,0,1,0,68.0,3,2,1,501.0,0.0
4482.0,14.0,2.0,0.0,1.0,1.0,45000.0,1.0,1,1,0,69.0,0,0,0,-1.0,-1.0
4483.0,11.0,1.0,0.0,1.0,1.0,40000.0,0.0,0,1,0,69.0,3,1,1,562.0,0.0
4484.0,8.0,5.0,0.0,5.0,1.0,160000.0,2.0,0,1,1,42.0,3,1,1,199.0,2.0
4484.0,8.0,5.0,0.0,5.0,1.0,160000.0,2.0,1,1,1,40.0,3,1,1,364.0,0.0
4484.0,8.0,5.0,0.0,5.0,1.0,160000.0,2.0,2,1,0,38.0,3,1,1,717.0,0.0
4484.0,8.0,5.0,0.0,5.0,1.0,160000.0,2.0,3,1,1,40.0,3,1,1,725.0,2.0
4484.0,8.0,5.0,0.0,5.0,1.0,160000.0,2.0,4,1,2,38.0,3,2,1,281.0,3.0
4485.0,9.0,1.0,0.0,0.0,0.0,16000.0,0.0,0,1,0,69.0,0,0,3,1002.0,0.0
4486.0,13.0,3.0,1.0,2.0,1.0,40000.0,2.0,0,1,0,24.0,3,1,1,895.0,0.0
4486.0,13.0,3.0,1.0,2.0,1.0,40000.0,2.0,1,1,0,22.0,3,1,1,504.0,0.0
4486.0,13.0,3.0,1.0,2.0,1.0,40000.0,2.0,2,0,1,9.0,2,0,2,276.0,2.0
4487.0,13.0,5.0,0.0,2.0,1.0,45000.0,0.0,0,1,1,68.0,3,1,1,919.0,2.0
4487.0,13.0,5.0,0.0,2.0,1.0,45000.0,0.0,1,1,1,70.0,3,1,1,519.0,1.0
4487.0,13.0,5.0,0.0,2.0,1.0,45000.0,0.0,2,1,0,66.0,0,0,3,136.0,0.0
4487.0,13.0,5.0,0.0,2.0,1.0,45000.0,0.0,3,1,1,67.0,0,0,0,-1.0,-1.0
4487.0,13.0,5.0,0.0,2.0,1.0,45000.0,0.0,4,1,0,70.0,0,0,3,603.0,0.0
4488.0,15.0,5.0,0.0,2.0,1.0,70000.0,3.0,0,1,1,64.0,3,1,1,6.0,0.0
4488.0,15.0,5.0,0.0,2.0,1.0,70000.0,3.0,1,1,1,62.0,3,1,1,20.0,3.0
4488.0,15.0,5.0,0.0,2.0,1.0,70000.0,3.0,2,1,0,62.0,0,0,0,-1.0,-1.0
4488.0,15.0,5.0,0.0,2.0,1.0,70000.0,3.0,3,1,0,63.0,0,0,0,-1.0,-1.0
4488.0,15.0,5.0,0.0,2.0,1.0,70000.0,3.0,4,1,2,61.0,0,0,3,682.0,0.0
4489.0,16.0,5.0,1.0,4.0,1.0,105000.0,3.0,0,1,2,24.0,3,1,1,504.0,3.0
4489.0,16.0,5.0,1.0,4.0,1.0,105000.0,3.0,1,1,0,21.0,3,1,1,429.0,0.0
4489.0,16.0,5.0,1.0,4.0,1.0,105000.0,3.0,2,1,0,20.0,3,1,1,896.0,1.0
4489.0,16.0,5.0,1.0,4.0,1.0,105000.0,3.0,3,1,0,23.0,3,2,1,488.0,0.0
4489.0,16.0,5.0,1.0,4.0,1.0,105000.0,3.0,4,0,0,12.0,2,0,0,-1.0,-1.0
4490.0,6.0,4.0,0.0,1.0,1.0,125000.0,2.0,0,1,0,56.0,3,1,1,604.0,0.0
4490.0,6.0,4.0,0.0,1.0,1.0,125000.0,2.0,1,1,0,56.0,0,0,0,-1.0,-1.0
4490.0,6.0,4.0,0.0,1.0,1.0,125000.0,2.0,2,1,0,55.0,0,0,0,-1.0,-1.0
4490.0,6.0,4.0,0.0,1.0,1.0,125000.0,2.0,3,1,0,55.0,0,0,0,-1.0,-1.0
4491.0,16.0,1.0,0.0,1.0,1.0,20000.0,1.0,0,1,0,57.0,3,1,1,145.0,0.0
4492.0,13.0,3.0,1.0,2.0,1.0,45000.0,0.0,0,1,1,37.0,3,1,1,579.0,0.0
4492.0,13.0,3.0,1.0,2.0,1.0,45000.0,0.0,1,1,1,34.0,3,1,1,271.0,0.0
4492.0,13.0,3.0,1.0,2.0,1.0,45000.0,0.0,2,0,1,3.0,2,0,2,72.0,0.0
4493.0,7.0,5.0,1.0,2.0,1.0,45000.0,0.0,0,1,1,33.0,3,1,1,693.0,0.0
4493.0,7.0,5.0,1.0,2.0,1.0,45000.0,0.0,1,1,1,31.0,3,1,1,173.0,3.0
4493.0,7.0,5.0,1.0,2.0,1.0,45000.0,0.0,2,1,0,29.0,3,1,1,138.0,1.0
4493.0,7.0,5.0,1.0,2.0,1.0,45000.0,0.0,3,1,1,33.0,3,1,1,34.0,0.0
4493.0,7.0,5.0,1.0,2.0,1.0,45000.0,0.0,4,0,0,11.0,2,0,2,213.0,1.0
4494.0,13.0,4.0,2.0,1.0,1.0,30000.0,1.0,0,1,1,25.0,3,1,1,410.0,1.0
4494.0,13.0,4.0,2.0,1.0,1.0,30000.0,1.0,1,1,0,24.0,3,1,1,709.0,0.0
4494.0,13.0,4.0,2.0,1.0,1.0,30000.0,1.0,2,0,1,9.0,2,0,2,233.0,3.0
